Date,OPCP,HPCP,LPCP,CPCP,ACPCP,VTCP,MPN5P
2002-12-03,-0.0996250897,-0.1094071168,-0.1056050099,-0.1118637697,-0.2218212583,0.2811972223,-1.547854081
2002-12-04,-0.1115661477,-0.1195929996,-0.1175035608,-0.1229326635,-0.2303063283,0.3864004846,-1.509171905
2002-12-05,-0.123304318,-0.1314354344,-0.1304419601,-0.1354845542,-0.2399281949,0.4285061254,-1.302605453
2002-12-06,-0.1374117222,-0.144616681,-0.1435352771,-0.1469780485,-0.2487387361,0.4406172452,-1.043477925
2002-12-09,-0.1490995663,-0.1560775144,-0.1544219437,-0.1581024137,-0.2572663155,0.422670589,-0.6822221062
2002-12-10,-0.1590886891,-0.164894263,-0.1619104759,-0.1643485761,-0.2620544083,0.3999823149,-0.4799751545
2002-12-11,-0.1643755709,-0.1699661531,-0.1669760029,-0.1679838051,-0.2648410286,0.3766146448,-0.4077834153
2002-12-12,-0.1669682333,-0.1737322008,-0.1710066666,-0.1718730162,-0.2678223386,0.3415725858,-0.3029702951
2002-12-13,-0.171077137,-0.1771018518,-0.1749650001,-0.1752778683,-0.2704323484,0.3319043599,-0.2053185936
2002-12-16,-0.1738245696,-0.1771922535,-0.1760036561,-0.1742727074,-0.2696618422,0.3192357515,-0.3172996494
2002-12-17,-0.1738806451,-0.1768541018,-0.1751726184,-0.1749948962,-0.2702154847,0.3131652661,-0.3421331317
2002-12-18,-0.1756956461,-0.1779778065,-0.1760447899,-0.1777818084,-0.2723518977,0.3351251658,-0.2723519828
2002-12-19,-0.1781323807,-0.179394065,-0.1762608015,-0.1803713496,-0.2743370007,0.3250983913,-0.227250233
2002-12-20,-0.1796350508,-0.1820488604,-0.1761672853,-0.181533551,-0.2752279315,0.2149005756,-0.269910269
2002-12-23,-0.1809130351,-0.1832969323,-0.1762699637,-0.1814827132,-0.2751889376,-0.02261625878,-0.3645419697
2002-12-24,-0.1810972115,-0.1848877416,-0.1769261889,-0.1833898117,-0.2766508191,-0.2421476496,-0.3152122743
2002-12-26,-0.1819445089,-0.1871244892,-0.1801797972,-0.1870005496,-0.2794186703,-0.2571590191,-0.07170070412
2002-12-27,-0.1849243854,-0.1912270965,-0.1850400087,-0.1907046553,-0.2822581202,-0.1824776217,0.3210364936
2002-12-30,-0.1875918239,-0.1947325724,-0.1900607043,-0.1924846538,-0.283622583,-0.05256712794,0.7816959191
2002-12-31,-0.1883250336,-0.1945749506,-0.1923356639,-0.1906633732,-0.2822264428,0.09119757904,1.146840028
2003-01-02,-0.1854550143,-0.1893282239,-0.1880036883,-0.181778982,-0.2754159888,0.2089738738,1.212935839
2003-01-03,-0.1772391067,-0.1807174439,-0.177963638,-0.1712541933,-0.2673480499,0.280087004,1.180608233
2003-01-06,-0.1670733289,-0.1689474039,-0.1657240061,-0.1594873384,-0.2583279968,0.3438540865,1.030730891
2003-01-07,-0.156212165,-0.1579350115,-0.15404999,-0.1489614472,-0.250259213,0.3954851444,0.8277160704
2003-01-08,-0.1468535343,-0.1495182997,-0.1449593602,-0.1417443272,-0.2447267645,0.3908076942,0.6209240126
2003-01-09,-0.1396059131,-0.1419606278,-0.1362956058,-0.13315829,-0.2381449824,0.3754742573,0.08593288232
2003-01-10,-0.1322143995,-0.1358606905,-0.1287612417,-0.127195418,-0.2335740288,0.3695655029,-0.6394797098
2003-01-13,-0.125861879,-0.1324985535,-0.1237742315,-0.124934941,-0.2318412255,0.370912275,-1.546611795
2003-01-14,-0.1252079737,-0.1339135243,-0.1247257723,-0.1288014933,-0.234805199,0.4110910643,-2.46751966
2003-01-15,-0.1311295962,-0.1419762413,-0.1340522851,-0.1415537154,-0.2445806361,0.5193417423,-2.82041597
2003-01-16,-0.1463156829,-0.158477262,-0.1526073015,-0.1621957106,-0.2604040752,0.6779960957,-2.644907995
2003-01-17,-0.1691036469,-0.1817107842,-0.1774516264,-0.1881380352,-0.2802905286,0.8216171132,-2.107140053
2003-01-21,-0.1901791775,-0.2016834179,-0.1981905579,-0.2087720494,-0.2961077512,0.8391053615,-1.804807699
2003-01-22,-0.206970551,-0.2166354175,-0.215715348,-0.224700609,-0.3083178514,0.8397879406,-1.724088968
2003-01-23,-0.2205892166,-0.2293302139,-0.2313241091,-0.237510185,-0.3181369575,0.8441658147,-1.695634906
2003-01-24,-0.2345803997,-0.242620491,-0.248837702,-0.2531073327,-0.3300928403,0.8926926584,-1.458842023
2003-01-27,-0.2510742954,-0.2570101383,-0.2648974144,-0.2663052257,-0.3402095183,0.9229017245,-1.308601739
2003-01-28,-0.2637238158,-0.2696671318,-0.2770463828,-0.2763841305,-0.3479355299,0.9137488049,-1.257696363
2003-01-29,-0.2748898652,-0.2793334869,-0.2872788569,-0.2841478041,-0.3538873307,0.9126195741,-1.264630484
2003-01-30,-0.2836510401,-0.2886750397,-0.2954579836,-0.294410177,-0.361755705,0.8860008492,-1.086327575
2003-01-31,-0.2954991021,-0.299447465,-0.3037358555,-0.3033838199,-0.3686381784,0.8638701905,-0.8976430466
2003-02-03,-0.3034232654,-0.3073599663,-0.3098099929,-0.3096440482,-0.3734436153,0.8149101774,-0.8018964466
2003-02-04,-0.3096437318,-0.3154443061,-0.3158923197,-0.3174213057,-0.3794159701,0.7854059595,-0.5882989209
2003-02-05,-0.3148804239,-0.3212085611,-0.3210018448,-0.3236818517,-0.3842300217,0.7676358631,-0.3760570046
2003-02-06,-0.3199671989,-0.3270501483,-0.325155163,-0.3276957499,-0.3873248409,0.7204508578,-0.1503195835
2003-02-07,-0.3225297479,-0.3307365001,-0.3281331059,-0.3311165043,-0.389963305,0.6720394411,0.1964173301
2003-02-10,-0.3258459924,-0.333363718,-0.3295587581,-0.3314671299,-0.3902363764,0.6375577219,0.5482875887
2003-02-11,-0.326522341,-0.3334800152,-0.3295729478,-0.3307683049,-0.3896745711,0.6125969995,0.9667620728
2003-02-12,-0.3253795156,-0.3309591344,-0.3260402689,-0.3255010084,-0.3855514207,0.5667771633,1.173706342
2003-02-13,-0.319347809,-0.3234555987,-0.3193065689,-0.315169878,-0.3774475522,0.517615069,1.006391634
2003-02-14,-0.307657339,-0.3110016772,-0.3089937335,-0.3018327148,-0.3668946575,0.4504322229,0.489916382
2003-02-18,-0.2936267561,-0.2985578451,-0.2978235555,-0.2904422702,-0.3576511536,0.3287785539,-0.1350540421
2003-02-19,-0.284375401,-0.2912754171,-0.2927310654,-0.2863496188,-0.3538175692,0.2338175862,-0.5297324133
2003-02-20,-0.2817114021,-0.2886680172,-0.2925794465,-0.2867908249,-0.3536437734,0.2059398637,-0.7871286811
2003-02-21,-0.2849567236,-0.2902432554,-0.2963384218,-0.2889422568,-0.3549638384,0.2277304164,-1.007974912
2003-02-24,-0.2905222008,-0.2950187174,-0.300992717,-0.2954183893,-0.3597438691,0.2690067384,-1.008292702
2003-02-25,-0.298443364,-0.3007909002,-0.3069534545,-0.3029314005,-0.3654176909,0.3021442236,-0.9465317976
2003-02-26,-0.303147858,-0.3062383731,-0.3114660175,-0.3121000316,-0.3724199633,0.305799295,-0.8008487383
2003-02-27,-0.3083011589,-0.3130217543,-0.3160774087,-0.3196299343,-0.3781963913,0.3046469423,-0.7203059108
2003-02-28,-0.3139053766,-0.3202401436,-0.3198178561,-0.3258396531,-0.3829727777,0.2545224058,-0.6765992209
2003-03-03,-0.320012801,-0.3276405625,-0.3249406396,-0.332176234,-0.3878480943,0.2078740384,-0.5464537254
2003-03-04,-0.3290182927,-0.3358858546,-0.3310104126,-0.3380704338,-0.3923813419,0.1894327617,-0.3106382037
2003-03-05,-0.338351812,-0.34226943,-0.336087669,-0.3408457923,-0.3945194631,0.1829958674,-0.02623255199
2003-03-06,-0.3445273251,-0.3459911065,-0.3401723757,-0.3428464355,-0.3960597251,0.192430467,0.4835605223
2003-03-07,-0.3477693505,-0.3465842702,-0.3435665382,-0.3427740339,-0.3960078252,0.2217855826,1.182889094
2003-03-10,-0.346319537,-0.345111239,-0.3441128793,-0.341106059,-0.3947308145,0.2466876219,2.100461497
2003-03-11,-0.3415092579,-0.3381038916,-0.3404175943,-0.3320482024,-0.3877877631,0.3269445554,2.756833028
2003-03-12,-0.3303392582,-0.3226299352,-0.3300106602,-0.3128131991,-0.3730426229,0.448283335,2.87597263
2003-03-13,-0.3099125566,-0.298943185,-0.3103130456,-0.2864249844,-0.3528137677,0.558145163,2.478184686
2003-03-14,-0.2852734065,-0.2746297619,-0.286380694,-0.2605137831,-0.3329506147,0.6347020226,1.762753646
2003-03-17,-0.2617783748,-0.2509515684,-0.2629634652,-0.2362002631,-0.3143123593,0.6868352014,0.7807880513
2003-03-18,-0.2381698657,-0.233060255,-0.2403271647,-0.2191003175,-0.3012039227,0.6687169264,-0.1470382174
2003-03-19,-0.221844288,-0.220829428,-0.2249435833,-0.2091878646,-0.2936052206,0.6265760546,-0.961312137
2003-03-20,-0.2128677996,-0.2156391863,-0.217676399,-0.2071041454,-0.2920078255,0.5740752094,-1.494405808
2003-03-21,-0.2108417126,-0.2173803697,-0.2172533663,-0.2117142315,-0.295541702,0.5117501826,-1.733597121
2003-03-24,-0.2188071614,-0.2267141662,-0.2244669349,-0.2237335173,-0.3047552572,0.4070522717,-1.568017228
2003-03-25,-0.2291208683,-0.2379086165,-0.233402536,-0.2352040009,-0.3135481543,0.3135092634,-1.310575444
2003-03-26,-0.2411144063,-0.2491709305,-0.2424351676,-0.2467722097,-0.3224159516,0.2263453842,-0.8285198187
2003-03-27,-0.2534199284,-0.2593670017,-0.2523813287,-0.2571515442,-0.3303724211,0.178139255,-0.1920253767
2003-03-28,-0.2623779373,-0.2660967484,-0.2591387811,-0.2650364003,-0.3364166926,0.1446207352,0.4990372313
2003-03-31,-0.2656719191,-0.2680180031,-0.2622426932,-0.26801487,-0.3386999022,0.1874330472,0.9644934172
2003-04-01,-0.2606090691,-0.262798382,-0.2582392993,-0.2635439755,-0.3352726493,0.2037488173,0.9214880602
2003-04-02,-0.2491793047,-0.2513335962,-0.2495503416,-0.2538260936,-0.3278231927,0.2442208369,0.4134452351
2003-04-03,-0.2367835513,-0.2426132715,-0.2428650676,-0.2486108227,-0.3238253313,0.257095439,-0.08219102213
2003-04-04,-0.2300088533,-0.2383523192,-0.2422448961,-0.2490193795,-0.3241385293,0.2723740331,-0.3791009765
2003-04-07,-0.2284646184,-0.23746915,-0.2443332583,-0.2514325276,-0.3259884106,0.2980489697,-0.6129076513
2003-04-08,-0.234564017,-0.243459522,-0.2505419655,-0.2561614481,-0.3296134909,0.3092800183,-0.621396822
2003-04-09,-0.2425660937,-0.2525365106,-0.2607949115,-0.2651071345,-0.336470992,0.33630217,-0.2403817764
2003-04-10,-0.2531267593,-0.2626744418,-0.2705496428,-0.2716657674,-0.341498642,0.3237165,0.2102907008
2003-04-11,-0.2602923329,-0.2679721957,-0.2773475762,-0.2749764943,-0.3440365297,0.3369145071,0.635738955
2003-04-14,-0.2643642323,-0.2702163261,-0.2786461765,-0.2724476112,-0.3420979617,0.3251880656,0.8626931593
2003-04-15,-0.2617039805,-0.2677120409,-0.2746032167,-0.2673817792,-0.3382146722,0.3382352601,0.9683508265
2003-04-16,-0.255413408,-0.2604246042,-0.2661562847,-0.2591138001,-0.3318767431,0.334513283,0.8273135851
2003-04-17,-0.2514442902,-0.2544394827,-0.2566820756,-0.249785518,-0.3247259984,0.2591101267,0.5568466369
2003-04-21,-0.2453480043,-0.2489552144,-0.2472534807,-0.2428359006,-0.3193986454,0.1829481174,0.3598160367
2003-04-22,-0.2416212451,-0.2441613744,-0.2396581978,-0.2365341689,-0.3145679046,0.1688879625,0.1804141536
2003-04-23,-0.2369923054,-0.2408107423,-0.233254884,-0.2335485104,-0.312279185,0.1580844059,0.1363026961
2003-04-24,-0.2348994375,-0.2393769082,-0.2299104069,-0.232929801,-0.3118049546,0.1536555595,0.2184676334
2003-04-25,-0.2332323328,-0.2375429809,-0.2279390512,-0.2322944184,-0.311317936,0.1635281441,0.3219365709
2003-04-28,-0.2304048603,-0.234217838,-0.2256109012,-0.2293383932,-0.3090519723,0.1761453817,0.3272239861
2003-04-29,-0.2264588547,-0.2308267786,-0.223220148,-0.2266435748,-0.3069861588,0.1760037656,0.3402329265
2003-04-30,-0.2243635492,-0.2287693529,-0.2222429467,-0.2242573074,-0.3051568223,0.1341989724,0.3685432593
2003-05-01,-0.2224825295,-0.2254877412,-0.2196240305,-0.2204790842,-0.3022605178,0.08318302165,0.3133682635
2003-05-02,-0.2192084085,-0.2210170249,-0.2153899579,-0.2159468974,-0.2987863185,0.07323637187,0.1986205059
2003-05-05,-0.2150601038,-0.2172452077,-0.2107486976,-0.2127218162,-0.2963141106,0.06656959327,0.1011704807
2003-05-06,-0.2133857965,-0.2147906096,-0.2073198907,-0.2095139127,-0.2938551127,0.06477908166,-0.05892193977
2003-05-07,-0.2119183083,-0.2141090308,-0.204920819,-0.2089742099,-0.2934414579,0.05302978919,-0.152627263
2003-05-08,-0.2116356673,-0.2141269998,-0.2034924507,-0.2088394463,-0.2933381896,0.04695643924,-0.3103765509
2003-05-09,-0.2103756832,-0.2137251428,-0.2024017102,-0.2078835145,-0.2926053599,0.05379684155,-0.6264884875
2003-05-12,-0.2092050486,-0.215319753,-0.2031399001,-0.210197795,-0.2943793307,0.03331949831,-0.9318587558
2003-05-13,-0.2101589558,-0.2193523859,-0.2073571973,-0.2157025123,-0.2985990457,0.005729001688,-1.217468678
2003-05-14,-0.2134341654,-0.2249623737,-0.214756108,-0.223807846,-0.3048122936,0.01472914281,-1.472537051
2003-05-15,-0.2200458201,-0.2328297119,-0.2240784389,-0.2332305254,-0.3120353579,0.06966381008,-1.646097708
2003-05-16,-0.2295706716,-0.243010686,-0.2362982786,-0.2458226149,-0.3216879909,0.1738866284,-1.554122829
2003-05-19,-0.2428058483,-0.2565024875,-0.2511078826,-0.2609132842,-0.3332560059,0.2841825724,-1.176469239
2003-05-20,-0.2573282194,-0.2707576412,-0.2648961979,-0.2739967649,-0.3432853978,0.4195702316,-0.6912006083
2003-05-21,-0.2700450221,-0.2826385459,-0.2762476315,-0.2842594435,-0.351152474,0.5852385844,-0.1704862494
2003-05-22,-0.2796196157,-0.290450175,-0.2818247649,-0.2884823373,-0.354389659,0.6572061191,0.179520076
2003-05-23,-0.2837775961,-0.2920821435,-0.2831572143,-0.2881910661,-0.354166407,0.6650767402,0.3338331199
2003-05-27,-0.2831238206,-0.2901699021,-0.2811544529,-0.2849869717,-0.3517102987,0.6563914532,0.3110642791
2003-05-28,-0.2790009733,-0.2879237359,-0.2778241283,-0.2831689343,-0.3503166901,0.6615061572,0.2853101325
2003-05-29,-0.2754615153,-0.2859204054,-0.2742987407,-0.2809955391,-0.3486506816,0.6388851179,0.1444130315
2003-05-30,-0.2714253791,-0.283366688,-0.2707208864,-0.2786263791,-0.3468345792,0.624217164,-0.09699243439
2003-06-02,-0.2689620572,-0.2820420304,-0.2692930049,-0.2777077146,-0.3461303661,0.6073029815,-0.3067574457
2003-06-03,-0.2699681018,-0.2830011765,-0.2708600296,-0.2789189648,-0.347058864,0.6373734496,-0.3666744304
2003-06-04,-0.2732883095,-0.2857568032,-0.2756121812,-0.283807438,-0.3508061827,0.7270202915,-0.1061041027
2003-06-05,-0.2799513518,-0.291596886,-0.2840162878,-0.2915813573,-0.3567653934,0.8098263572,0.465290406
2003-06-06,-0.2861368127,-0.2955347017,-0.2905918101,-0.2961378934,-0.3602582793,0.815304161,1.019917487
2003-06-09,-0.2903411233,-0.2965455671,-0.2918663144,-0.2935735937,-0.3582925825,0.7370280727,1.318038228
2003-06-10,-0.2871808577,-0.2904968749,-0.2868876828,-0.2841215618,-0.3510469667,0.6645354769,1.362889667
2003-06-11,-0.2776586113,-0.281748759,-0.2772051083,-0.2736580292,-0.3430259701,0.5937014152,1.419650952
2003-06-12,-0.2664131746,-0.2714641554,-0.2663646928,-0.2633352389,-0.3351128458,0.5409940238,1.481121483
2003-06-13,-0.2552332061,-0.2601520743,-0.2558189294,-0.2528766783,-0.3270956561,0.5334512746,1.413599056
2003-06-16,-0.2446988996,-0.2477376509,-0.2432266048,-0.2394190127,-0.3167794517,0.5955761852,1.007666331
2003-06-17,-0.2317486895,-0.2347779909,-0.2290887192,-0.2268808418,-0.3071681174,0.6683487269,0.4656566885
2003-06-18,-0.2208202768,-0.2251639644,-0.2183028177,-0.218501027,-0.3007444387,0.6389414125,-0.008505053397
2003-06-19,-0.2137853646,-0.2201796214,-0.2119432587,-0.2146558963,-0.2977968738,0.55200074,-0.3378295646
2003-06-20,-0.2110016376,-0.2188203873,-0.2112845008,-0.2148259951,-0.2979272225,0.4687691662,-0.4269142003
2003-06-23,-0.2132047456,-0.2199457054,-0.2153853307,-0.2195512975,-0.3015494149,0.3467882701,-0.1933551453
2003-06-24,-0.2181835166,-0.2216429519,-0.2200770406,-0.2246342786,-0.3054458217,0.2718470942,0.2010061533
2003-06-25,-0.2218869596,-0.2218395975,-0.2242051168,-0.2282903615,-0.3082484368,0.2482380407,0.6981201902
2003-06-26,-0.2231222354,-0.2197400709,-0.2246123727,-0.2271298061,-0.3073588312,0.2450830237,1.11672107
2003-06-27,-0.2199000826,-0.2177960718,-0.2210143918,-0.2232396487,-0.3043767699,0.2784497914,1.495931187
2003-06-30,-0.2149503532,-0.2143354396,-0.2147022486,-0.215384303,-0.2983550871,0.2817794421,1.690718126
2003-07-01,-0.2076290571,-0.2071364522,-0.2048841689,-0.2031253285,-0.2889577023,0.3268924415,1.58959365
2003-07-02,-0.1954273669,-0.1960671442,-0.1905901328,-0.1891516093,-0.2782458745,0.3699432267,1.252928813
2003-07-03,-0.1831041382,-0.1849373044,-0.1775876253,-0.1772010374,-0.2690849431,0.338532958,0.892176437
2003-07-07,-0.1716000303,-0.1739064928,-0.1656762842,-0.1649867394,-0.2597218735,0.372981574,0.4261316262
2003-07-08,-0.1623274915,-0.1660709802,-0.1574855007,-0.1571307827,-0.2536997435,0.3398736218,0.06808837475
2003-07-09,-0.1560641086,-0.1623784007,-0.1540725707,-0.154641156,-0.2517912717,0.29495294,-0.106921534
2003-07-10,-0.1535790084,-0.1615033545,-0.154363051,-0.1552605136,-0.2522660783,0.2427605392,-0.2091095289
2003-07-11,-0.1522806235,-0.1612022636,-0.1538454485,-0.1551607599,-0.2521896458,0.206962569,-0.4273396036
2003-07-14,-0.150089988,-0.1614057095,-0.1537935903,-0.1563187115,-0.2530772809,0.2030327497,-0.6674059761
2003-07-15,-0.1507407839,-0.1641941807,-0.1554663917,-0.1596641331,-0.2556417728,0.1980931434,-0.8507828207
2003-07-16,-0.153845401,-0.168430703,-0.1596973909,-0.1650717006,-0.2597870858,0.2076622968,-0.9270898005
2003-07-17,-0.1600307917,-0.1747544593,-0.1672772843,-0.1740733726,-0.2666875138,0.2358233238,-0.7360126974
2003-07-18,-0.1671322343,-0.1814498376,-0.174745204,-0.1822752311,-0.2729748294,0.2127155664,-0.473932017
2003-07-21,-0.1748992879,-0.1882670455,-0.1830424117,-0.1904540759,-0.279244521,0.1607683329,-0.1191512501
2003-07-22,-0.1818561775,-0.1933987814,-0.188087329,-0.194052837,-0.2820032186,0.1304940469,0.06482834358
2003-07-23,-0.1847644637,-0.195031325,-0.1907748642,-0.195298959,-0.2829584534,0.1151301447,0.1267398395
2003-07-24,-0.1848437113,-0.1942102289,-0.1916379283,-0.1952261124,-0.2829025778,0.118943219,0.08633273986
2003-07-25,-0.1847758649,-0.1932622502,-0.1903687285,-0.1922613132,-0.2806298353,0.1259980346,-0.1632129516
2003-07-28,-0.182746702,-0.193137795,-0.1882493738,-0.1921403273,-0.2805370941,0.1300120886,-0.338912898
2003-07-29,-0.1831703405,-0.194592814,-0.188346087,-0.1940326761,-0.281987687,0.1317850436,-0.4626274306
2003-07-30,-0.1863644323,-0.1973350153,-0.1898507538,-0.1973254903,-0.2845118465,0.1041149119,-0.5679824823
2003-07-31,-0.1903482018,-0.1999232297,-0.1927697048,-0.2009429762,-0.2872848864,0.1131483199,-0.6868442681
2003-08-01,-0.1961022365,-0.2050068242,-0.1982164415,-0.2062218428,-0.2913314228,0.08493340407,-0.7205265351
2003-08-04,-0.2024685466,-0.2104026006,-0.2052639074,-0.2122397825,-0.295944545,0.08054312485,-0.6423013053
2003-08-05,-0.2087934539,-0.2159578922,-0.2117734736,-0.219163422,-0.3012519673,0.05898753292,-0.4443347927
2003-08-06,-0.2161183666,-0.2227998812,-0.2168766915,-0.2241847639,-0.3051011822,-0.01258941135,-0.2824403835
2003-08-07,-0.2203491491,-0.2292229641,-0.219848054,-0.2274480508,-0.3076027295,-0.1300998951,-0.16554907
2003-08-08,-0.2228580535,-0.233311605,-0.2212311426,-0.2296637182,-0.3093011834,-0.2473061568,-0.05410750406
2003-08-11,-0.2250778565,-0.2363940995,-0.2217879838,-0.2304235175,-0.309883602,-0.3105786432,0.04870021291
2003-08-12,-0.2258590742,-0.2388496149,-0.2220324061,-0.2300840811,-0.3096233984,-0.3345449464,0.1723263501
2003-08-13,-0.2259073411,-0.2394810607,-0.221508171,-0.2292782019,-0.3090056476,-0.3301081427,0.3572605003
2003-08-14,-0.2255849671,-0.2386750442,-0.2203350175,-0.2269576971,-0.3072268311,-0.3012779206,0.5507019118
2003-08-15,-0.2237388413,-0.2349812695,-0.2182848553,-0.2227817714,-0.3040256813,-0.2300394355,0.6569254788
2003-08-18,-0.2194917194,-0.2277762608,-0.2144273695,-0.2159280303,-0.2987718606,-0.0662022196,0.5754569442
2003-08-19,-0.2122062765,-0.2182015253,-0.2086797106,-0.2074881596,-0.2923021694,0.09381183089,0.337511374
2003-08-20,-0.2035915145,-0.2110945879,-0.2027599381,-0.2027436955,-0.2886652474,0.1581324985,0.2371633994
2003-08-21,-0.1964722368,-0.205846703,-0.197930059,-0.2004215037,-0.2868851132,0.1631987214,0.250415161
2003-08-22,-0.1928000775,-0.2030912172,-0.1946192937,-0.1983633827,-0.2853073998,0.09638444538,0.3257374384
2003-08-25,-0.1925461556,-0.2031156653,-0.1926043215,-0.1954623394,-0.2830835446,-0.03107729792,0.4745798633
2003-08-26,-0.191873087,-0.2024241313,-0.190926543,-0.1923239403,-0.2806777795,-0.1008687878,0.7815418862
2003-08-27,-0.1894375744,-0.2002056248,-0.1869014637,-0.1881782526,-0.2774998696,-0.1381605306,1.250539635
2003-08-28,-0.1851593345,-0.1944694403,-0.181147244,-0.1807780741,-0.2718271369,-0.0637653667,1.675689814
2003-08-29,-0.1778034923,-0.1838029081,-0.1721356355,-0.1692285577,-0.2629736626,0.05568252152,1.765312846
2003-09-02,-0.1661113428,-0.1672830886,-0.1593668355,-0.1528621024,-0.2504276591,0.2503219827,1.40079784
2003-09-03,-0.1509245404,-0.1490585276,-0.143042938,-0.1357422557,-0.2373041334,0.369963671,0.7868897658
2003-09-04,-0.136209917,-0.1351977611,-0.1281522576,-0.1235763331,-0.2279781331,0.3368646169,0.2641607947
2003-09-05,-0.1256560803,-0.1259367507,-0.1180367821,-0.1168003346,-0.2227838693,0.2573231069,-0.06530370412
2003-09-08,-0.1196584973,-0.1219266149,-0.1132520088,-0.1143537788,-0.2209084033,0.1394083753,-0.1603621259
2003-09-09,-0.1182870519,-0.1227999028,-0.1136435423,-0.1172257607,-0.2231100182,0.04994990077,0.07609885092
2003-09-10,-0.1215225486,-0.1257813302,-0.1173567286,-0.121182133,-0.2261428663,0.000687388526,0.4699714297
2003-09-11,-0.1243862321,-0.1263766115,-0.1182586115,-0.1201873933,-0.2253803391,-0.04189140986,0.6991661794
2003-09-12,-0.1231788001,-0.1229501573,-0.1155064318,-0.1148107836,-0.2212588468,-0.01846331028,0.7748739593
2003-09-15,-0.1161402325,-0.1163971691,-0.1080135398,-0.1074589244,-0.2156231046,0.009753125999,0.761421037
2003-09-16,-0.1077795242,-0.1075842066,-0.1004314462,-0.09831278927,-0.2086118459,0.09207482456,0.5820430534
2003-09-17,-0.0984569304,-0.0980883908,-0.0929069766,-0.09004193477,-0.2022714512,0.1933520933,0.2595829168
2003-09-18,-0.08983851768,-0.08799504988,-0.08619253656,-0.08098094158,-0.1953251681,0.3232865532,-0.310738774
2003-09-19,-0.0808536954,-0.08043182752,-0.08041838941,-0.07670083725,-0.1920436224,0.4129937832,-0.8216848247
2003-09-22,-0.07811701979,-0.07804057499,-0.0813315732,-0.07978604209,-0.1944079168,0.4050122715,-1.008443154
2003-09-23,-0.07993782314,-0.08096788785,-0.08542156758,-0.08569500594,-0.1989368223,0.3615465188,-0.9838335178
2003-09-24,-0.08468594898,-0.08743668229,-0.09246111485,-0.0962161992,-0.2070016926,0.3126877295,-0.6175063704
2003-09-25,-0.09410698418,-0.09671690313,-0.09961720749,-0.1048804762,-0.2136441356,0.2405873645,-0.1939078157
2003-09-26,-0.1017010672,-0.104487624,-0.1054462849,-0.1099533147,-0.2175355563,0.174585755,0.1798282991
2003-09-29,-0.1057680977,-0.1094575644,-0.1092965281,-0.1113578915,-0.2186185287,0.134292814,0.4607970645
2003-09-30,-0.1069652002,-0.112225666,-0.1106634362,-0.1124538801,-0.219470261,0.1193880515,0.7752204484
2003-10-01,-0.1061789902,-0.1113587704,-0.1074833402,-0.108136566,-0.2161792943,0.0713608846,0.7808301618
2003-10-02,-0.1006130555,-0.1071855566,-0.1001782662,-0.1022363831,-0.2116824634,0.0002025356148,0.6221203949
2003-10-03,-0.09283811305,-0.1009526167,-0.09139334759,-0.09528672514,-0.2063862478,-0.02405784114,0.3201944067
2003-10-06,-0.08703941618,-0.09681500173,-0.08554480016,-0.09065030256,-0.2028603306,-0.06651460811,0.07446753534
2003-10-07,-0.08338704875,-0.09427932828,-0.08271721696,-0.08897297293,-0.2015819284,-0.04838339229,-0.03552275468
2003-10-08,-0.08102957401,-0.0935465974,-0.08249957232,-0.08952667772,-0.2019608195,-0.04826477653,-0.009134996848
2003-10-09,-0.08137147346,-0.09429127469,-0.08307520914,-0.09006089126,-0.2022214533,-0.06104866508,0.05270917401
2003-10-10,-0.08321433077,-0.09605613492,-0.0844407125,-0.09060026544,-0.2023136303,-0.1335969722,0.1476322857
2003-10-13,-0.08440242702,-0.097619171,-0.0854428034,-0.09057943101,-0.201724114,-0.1745935941,0.2239770477
2003-10-14,-0.08482729263,-0.09803422946,-0.08487704999,-0.08904895191,-0.1996585907,-0.1816179294,0.1685966101
2003-10-15,-0.08296390106,-0.09565996823,-0.08271107953,-0.08561469392,-0.1958125,-0.1368766882,-0.1132585591
2003-10-16,-0.08192425349,-0.09345829565,-0.08057899629,-0.08278061964,-0.1927476958,-0.1226476257,-0.5425348718
2003-10-17,-0.08110005541,-0.0925588203,-0.07983700365,-0.08212692905,-0.1916730579,-0.08404586883,-1.089818646
2003-10-20,-0.08325069164,-0.09387163718,-0.08159866237,-0.08322925272,-0.1921968519,-0.03089637338,-1.794174306
2003-10-21,-0.08803039163,-0.0990167519,-0.08731853988,-0.08951211138,-0.1968643227,0.09603754472,-2.446940786
2003-10-22,-0.09868188612,-0.1095668691,-0.1002225247,-0.1023404516,-0.2066526819,0.2876472598,-2.609891453
2003-10-23,-0.1145923396,-0.1254318796,-0.1192143332,-0.1203692138,-0.2204804183,0.5237141542,-2.34560246
2003-10-24,-0.1342879635,-0.1461144217,-0.1405033957,-0.1436390864,-0.2383465666,0.7317620934,-1.679556682
2003-10-27,-0.1501849148,-0.162881793,-0.1552583781,-0.1602232426,-0.2510906369,0.7206063179,-1.26439684
2003-10-28,-0.1609550957,-0.1746498342,-0.1666660639,-0.1725879211,-0.2605950062,0.6972687918,-0.9854119754
2003-10-29,-0.1691980158,-0.1836506494,-0.1768150718,-0.1840482503,-0.2693986229,0.6713482393,-0.6883225442
2003-10-30,-0.1770961112,-0.1918047639,-0.1857759047,-0.1935060147,-0.2766601972,0.6423946154,-0.4173936291
