,Date,DNCP,OPCP,HPCP,LPCP,CPCP,ACPCP,VTCP,MPN5P
0,2000-01-03,-3.36683674,0.6027344261,0.6115639849,0.5769915865,0.5951283804,0.3295251922,-0.3701641877,-1.62728933
1,2000-01-04,-2.378664621,0.6314074979,0.6443706993,0.6119295386,0.6262883785,0.3494002944,-0.1267229363,-1.35246834
2,2000-01-05,-1.689560175,0.6486049429,0.6636115226,0.6322001357,0.6464284841,0.3620422421,0.04872803959,-1.194941829
3,2000-01-06,-1.268081677,0.657912948,0.6706956481,0.6422150009,0.6546150155,0.36660774,0.1375657423,-1.039336162
4,2000-01-07,-1.045984298,0.6598008578,0.6711217669,0.645540855,0.657703594,0.3680749898,0.1863182937,-0.9702270906
5,2000-01-10,-0.953516746,0.6602161385,0.6691988006,0.645198215,0.6557949604,0.3662380644,0.2047516884,-0.8853265072
6,2000-01-11,-0.9346825986,0.6537964762,0.664494023,0.6370464746,0.6494758353,0.3613190997,0.2711422994,-0.7546732252
7,2000-01-12,-0.9507003044,0.6439174299,0.6574791627,0.6260856559,0.6440535546,0.3572291276,0.3914658643,-0.8079907935
8,2000-01-13,-0.9780351751,0.6358883103,0.655852054,0.6196972298,0.644757728,0.357881474,0.5044542254,-1.318064703
9,2000-01-14,-1.004417418,0.635503161,0.659012546,0.6218435051,0.6472431974,0.3598956102,0.5675887587,-2.022273313
10,2000-01-18,-1.024854943,0.6371442599,0.6574197677,0.6241773146,0.6426980031,0.3564963324,0.5990348611,-2.520668729
11,2000-01-19,-1.038549373,0.6320219515,0.6455580229,0.6160259063,0.6253545198,0.3432587814,0.5816510767,-2.486520694
12,2000-01-20,-1.04650521,0.6199916216,0.6287999468,0.6033900864,0.6055796606,0.3281339989,0.4917068177,-2.306671228
13,2000-01-21,-1.05031429,0.6047598708,0.6092603259,0.586040489,0.5849012505,0.3122997131,0.4269375946,-1.958106708
14,2000-01-24,-1.051492663,0.585990733,0.5896659881,0.5672724386,0.565946784,0.2977763231,0.3613020706,-1.50905723
15,2000-01-25,-1.051278009,0.5677156854,0.5713852368,0.5502195845,0.551267374,0.2865242306,0.306143224,-0.9767013751
16,2000-01-26,-1.050448523,0.5533445562,0.5560326698,0.536142414,0.5378023956,0.2762005384,0.2719118336,-0.1727470065
17,2000-01-27,-1.049448929,0.540288488,0.5435791107,0.5252140082,0.5300047927,0.2702205883,0.2853917571,0.6757486231
18,2000-01-28,-1.048491177,0.5320384525,0.5372373382,0.5200466038,0.5289031115,0.2693737515,0.2952828462,1.390288377
19,2000-01-31,-1.047648884,0.5315686099,0.5386943218,0.5209927335,0.5352950405,0.2742718542,0.3020984506,1.77831872
20,2000-02-01,-1.046987181,0.5397918961,0.5506990451,0.5317126669,0.5493531449,0.2850471969,0.2591935393,1.702663876
21,2000-02-02,-1.046466454,0.5549613878,0.5652616045,0.5476129177,0.5634872872,0.2958813134,0.1741872901,1.461995511
22,2000-02-03,-1.046031265,0.5708325304,0.5807009918,0.5639266561,0.5803568136,0.3088125836,0.112281143,0.7687034949
23,2000-02-04,-1.045630173,0.587425884,0.5962375855,0.5804771799,0.5956107014,0.3205055301,0.08504676067,-0.1799021837
24,2000-02-07,-1.045227392,0.6011018308,0.6062877714,0.5909961206,0.6044170308,0.3272561421,0.08108384946,-1.129305921
25,2000-02-08,-1.044866034,0.6080279083,0.6117316245,0.5946509519,0.6058473153,0.3283525969,0.1583494113,-1.9323119
26,2000-02-09,-1.044525725,0.6082137518,0.6078921365,0.5883929907,0.5953918407,0.3203378411,0.2630894918,-2.191822114
27,2000-02-10,-1.044183418,0.5977626006,0.5953064595,0.5760862182,0.5811878566,0.3094495514,0.3952551283,-2.178139188
28,2000-02-11,-1.043818411,0.5844211531,0.5781340025,0.5603004034,0.5610892495,0.2940426062,0.5468770924,-1.826591947
29,2000-02-14,-1.0434178,0.5671976119,0.5590448539,0.5458445225,0.5435429549,0.2805922067,0.5885954966,-1.60567939
30,2000-02-15,-1.043038391,0.5508803193,0.5422413788,0.5319276173,0.528360625,0.2689539371,0.5836026188,-1.551541738
31,2000-02-16,-1.042665511,0.5366767414,0.5291556119,0.518229003,0.5153591934,0.2589874954,0.5697780019,-1.626918515
32,2000-02-17,-1.042276184,0.523511267,0.5175401102,0.5042375538,0.5036275359,0.2499944123,0.5698992935,-1.695178118
33,2000-02-18,-1.041847424,0.5101744325,0.5057812541,0.4881232226,0.4883522551,0.2382849016,0.5517010786,-1.544801207
34,2000-02-22,-1.041366164,0.4927455431,0.4915167359,0.4718817818,0.4749559012,0.2280157364,0.5197415474,-1.412658768
35,2000-02-23,-1.040924221,0.477355316,0.477893496,0.4575399554,0.4642342718,0.2197969189,0.5071112942,-1.223677493
36,2000-02-24,-1.040508611,0.4655614118,0.4662011433,0.4450652733,0.4540641584,0.2120008791,0.49744064,-0.8446406131
37,2000-02-25,-1.040097848,0.4549287017,0.4557141877,0.4336043983,0.4427746011,0.2033467197,0.5112519844,-0.1832059566
38,2000-02-28,-1.039674658,0.4441657715,0.4483067002,0.4252221454,0.4355203722,0.1977858607,0.5670401579,0.4712715365
39,2000-02-29,-1.039292019,0.4402510276,0.4484647233,0.4237311343,0.4322950508,0.195313399,0.6469419686,1.110649648
40,2000-03-01,-1.038933919,0.4412400208,0.4568065085,0.4276917239,0.4366058456,0.1986178802,0.7926360147,1.433976057
41,2000-03-02,-1.038578713,0.450348771,0.468990136,0.4362901881,0.4456863609,0.2055787107,0.8989402082,1.536202732
42,2000-03-03,-1.038206075,0.4634372614,0.4820913577,0.4453517343,0.4548592529,0.2126103863,0.9598591006,1.573490005
43,2000-03-06,-1.0378038,0.475068898,0.4907040917,0.450922809,0.4605745743,0.2169915896,0.9855267947,1.684184671
44,2000-03-07,-1.037430528,0.4832356244,0.4977761736,0.4600630258,0.4726865663,0.226276264,0.986881187,1.301430265
45,2000-03-08,-1.037075012,0.4887434367,0.5044388536,0.4713148359,0.4884609903,0.238368448,0.9017339212,0.5890177187
46,2000-03-09,-1.036719014,0.4962164933,0.5131867859,0.486319321,0.5030110475,0.2495220649,0.789507495,-0.1518303637
47,2000-03-10,-1.036344341,0.5036450774,0.5181309622,0.4981335826,0.5090272349,0.2541338652,0.6657049882,-0.4418594198
48,2000-03-13,-1.035939942,0.5046899964,0.5157124325,0.4996824187,0.5057926047,0.2516542806,0.5393771455,-0.1281928974
49,2000-03-14,-1.035564954,0.5027750271,0.5104794696,0.4951606906,0.5001850936,0.2473556867,0.4658324778,0.5489828259
50,2000-03-15,-1.03520826,0.4983703058,0.5064029396,0.4908515264,0.4995900838,0.246899517,0.4187463054,1.291297133
51,2000-03-16,-1.034851568,0.4998324418,0.5099816492,0.4918062025,0.5061140149,0.2519005249,0.4472243993,1.935388304
52,2000-03-17,-1.034476566,0.5073555873,0.5230985212,0.5009100627,0.5211713484,0.2634429914,0.4875210192,2.302145246
53,2000-03-20,-1.034072078,0.5234777483,0.542859185,0.5176871816,0.5399620827,0.2778473863,0.5359997017,2.372542919
54,2000-03-21,-1.033697125,0.5443001008,0.5695580285,0.5400531646,0.5659489287,0.2977680879,0.6842808346,1.765738963
55,2000-03-22,-1.033340522,0.5730976127,0.5984484662,0.568095937,0.5914601025,0.3173240791,0.8394871186,0.7953866183
56,2000-03-23,-1.032983933,0.6003859922,0.62506842,0.5940929611,0.6145794058,0.3350465721,0.96102597,-0.5095043542
57,2000-03-24,-1.032609026,0.6190043311,0.6386952864,0.6089472378,0.6227139338,0.3412822327,0.9665751152,-1.527417846
58,2000-03-27,-1.032204615,0.6207550326,0.6366866562,0.6083937665,0.6162551478,0.3363311519,0.9082804824,-2.359620138
59,2000-03-28,-1.031829711,0.6126652471,0.6286326559,0.600389836,0.6061365321,0.3285745283,0.8096543016,-3.587725243
60,2000-03-29,-1.031473141,0.600728769,0.6152809929,0.5864925533,0.5911666491,0.3170990567,0.7489417953,-5.131825848
61,2000-03-30,-1.031116599,0.5811594317,0.5921905408,0.5606124569,0.5647376587,0.2968393828,0.7834639834,-5.882185129
62,2000-03-31,-1.030741799,0.5497775194,0.5566263105,0.5235236322,0.5288909697,0.269360438,0.9126355295,-5.707793149
63,2000-04-03,-1.030337631,0.5052933416,0.5073984482,0.4720124967,0.4784441959,0.2306895567,1.103329372,-4.433785981
64,2000-04-04,-1.029963196,0.4638884778,0.4606994298,0.4272453225,0.4355679219,0.1978220057,1.092052564,-3.30596685
65,2000-04-05,-1.02960745,0.4292328557,0.4227612,0.3968065845,0.4030913395,0.1729265321,0.9343110793,-2.611440031
66,2000-04-06,-1.029252214,0.4038386546,0.3963516733,0.3754846302,0.3809961289,0.1559890812,0.7893032897,-2.469918453
67,2000-04-07,-1.028879264,0.384119117,0.377578812,0.3590045524,0.3645137836,0.1433543137,0.7211445863,-2.674080942
68,2000-04-10,-1.028477364,0.3664842196,0.3588679711,0.3423884869,0.3432172817,0.1270291632,0.7066917949,-2.601774474
69,2000-04-11,-1.028105103,0.3438682602,0.3370789443,0.3195109457,0.3180901572,0.1077675737,0.7947601015,-2.164984165
70,2000-04-12,-1.027750293,0.3189424784,0.3137416355,0.2918972858,0.2909084246,0.08693092883,0.9408053789,-1.557416467
71,2000-04-13,-1.027392644,0.2947535256,0.29342976,0.2663994037,0.2683262972,0.06962021882,1.002211279,-1.254522334
72,2000-04-14,-1.027010555,0.2715468308,0.2742454201,0.2415461598,0.2494244073,0.05513066629,1.04596617,-1.374692148
73,2000-04-17,-1.026588053,0.2505587684,0.2588180701,0.2263866848,0.2413220362,0.04891968023,0.9994241352,-2.297760361
74,2000-04-18,-1.026178069,0.2379889231,0.2499054526,0.2179618933,0.2362883364,0.04506104687,0.9173118518,-3.680853452
75,2000-04-19,-1.025763362,0.2248876799,0.231858652,0.2055787137,0.2205979907,0.03303338178,0.873583024,-4.07152444
76,2000-04-20,-1.025322458,0.1979263558,0.201819728,0.1808930139,0.1943064453,0.01287916348,0.9732196534,-3.408745467
77,2000-04-24,-1.024842317,0.1615368504,0.1630265626,0.1448456108,0.157487321,-0.0153451657,1.19513357,-1.7797891
78,2000-04-25,-1.024414423,0.1397057022,0.1403659807,0.1242534371,0.136103334,-0.03173749019,1.206510376,-0.6711411282
79,2000-04-26,-1.024025404,0.1296601536,0.1307983456,0.1140910169,0.124953581,-0.04028459433,1.100236849,0.04760864294
80,2000-04-27,-1.0236518,0.1272579852,0.1287918101,0.1131956593,0.1249429406,-0.04029281503,0.9563769113,0.2130100191
81,2000-04-28,-1.023269963,0.1355374178,0.1341559589,0.1193645388,0.129747968,-0.03660951003,0.8349292392,0.06492889868
82,2000-05-01,-1.022864402,0.1448306737,0.1419824198,0.1281710259,0.1366319492,-0.03133251825,0.7216939488,-0.3116901325
83,2000-05-02,-1.022491068,0.1483788996,0.1440058525,0.130711547,0.1364596919,-0.03146457788,0.5408920001,-0.4529663202
84,2000-05-03,-1.02213696,0.1455155792,0.1403711645,0.1307767205,0.1356203854,-0.03210792253,0.2974867319,-0.6671673038
85,2000-05-04,-1.02178281,0.1414613034,0.1366199496,0.1298496573,0.1325496514,-0.03446179136,0.08932758349,-0.8608849096
86,2000-05-05,-1.021409923,0.136598601,0.1317776239,0.1265525483,0.1269296843,-0.03876984487,-0.03655870961,-0.8894704224
87,2000-05-08,-1.021007074,0.1306229764,0.1241572543,0.1193001614,0.1171183815,-0.04629084746,-0.0575895056,-0.6035649414
88,2000-05-09,-1.020633317,0.1216755862,0.1143932487,0.1087251728,0.1062270544,-0.05463978239,0.003868242689,-0.1816254871
89,2000-05-10,-1.02027767,0.1114342891,0.1047688521,0.1002692661,0.09922493583,-0.0600073804,0.03303344494,0.0317963515
90,2000-05-11,-1.019922037,0.1054547586,0.1008253439,0.0981479754,0.09944374501,-0.05983965763,-0.005108288919,-0.2456874176
91,2000-05-12,-1.019548325,0.1057137892,0.1011450061,0.1012488446,0.1017141039,-0.0580992563,-0.07805803109,-0.8317608827
92,2000-05-15,-1.019145552,0.1066113693,0.100434013,0.1019676359,0.1016948051,-0.05811406313,-0.09460040239,-1.484873346
93,2000-05-16,-1.01877276,0.1046179592,0.09722001472,0.09837109093,0.09611006587,-0.06239517065,-0.02398259844,-1.965354784
94,2000-05-17,-1.018418729,0.096636702,0.08754124138,0.08662613215,0.0834449796,-0.07210384137,0.07520807604,-2.045860322
95,2000-05-18,-1.018064769,0.08289175702,0.07374211891,0.06976350005,0.0670681188,-0.08465782359,0.1838539255,-1.892057973
96,2000-05-19,-1.017691621,0.06475645941,0.05807049701,0.05061368847,0.05010840611,-0.09765861438,0.300236897,-1.611314553
97,2000-05-22,-1.017286293,0.04794439815,0.04505781909,0.0321412688,0.03469275787,-0.1094757777,0.3912723596,-1.17167271
98,2000-05-23,-1.016904703,0.03281406474,0.03555152697,0.01849759797,0.02207984021,-0.1191444161,0.4547999683,-0.6204436431
99,2000-05-24,-1.016531375,0.02161967601,0.02758122289,0.00739867866,0.01343611753,-0.125770401,0.5259924192,-0.0004895039956
100,2000-05-25,-1.01614268,0.01536764201,0.018229561,-0.001485890282,0.003134619035,-0.1336671989,0.5436167402,0.9754400419
101,2000-05-26,-1.015715179,0.01060598359,0.01201649288,-0.00347846845,0.0008829221756,-0.1353932614,0.5007111162,1.773693108
102,2000-05-30,-1.015235514,0.01335747283,0.01482899966,0.003615267326,0.007607281217,-0.130238576,0.4986085649,2.258688652
103,2000-05-31,-1.01479508,0.02330977359,0.02402778429,0.01610426587,0.01919493528,-0.1213558557,0.515993423,2.492466546
104,2000-06-01,-1.01438085,0.03792918814,0.04071525113,0.03375058628,0.03768647754,-0.107180826,0.5847679939,2.313173644
105,2000-06-02,-1.013971371,0.05577947674,0.05981722817,0.05262031466,0.05871471443,-0.0910612364,0.6074570451,1.82700515
106,2000-06-05,-1.013549421,0.07381404739,0.07963300445,0.07024768321,0.07845581006,-0.07592832404,0.6027845888,1.222237467
107,2000-06-06,-1.013167852,0.09253227642,0.09680223292,0.08490239972,0.09576701683,-0.06265807425,0.6005321056,0.6348821646
108,2000-06-07,-1.01281071,0.1077253942,0.1085084067,0.09368506281,0.1053167513,-0.05533752955,0.522536331,0.4510779148
109,2000-06-08,-1.012456421,0.1175357475,0.1137828301,0.09949274563,0.1067814456,-0.05421472922,0.4068024657,0.7732093081
110,2000-06-09,-1.012084725,0.1185883961,0.1118197541,0.1019286474,0.1063114111,-0.05457505944,0.2325301897,1.380754123
111,2000-06-12,-1.011683464,0.117369536,0.1105678331,0.1034500205,0.1072339149,-0.05386793949,0.1760033984,2.07663465
112,2000-06-13,-1.011311143,0.1185733392,0.1147356528,0.1110753408,0.1164853952,-0.04677607517,0.192866124,2.463491183
113,2000-06-14,-1.010956589,0.1295470509,0.1286085927,0.1273820245,0.1336871124,-0.03358977274,0.2867885056,2.534655567
114,2000-06-15,-1.010601677,0.1453631409,0.1471642493,0.146301598,0.1542115361,-0.01785639002,0.3472106741,2.540009668
115,2000-06-16,-1.010228365,0.1648629763,0.1681098276,0.1665684687,0.1753400682,-0.00165991498,0.4003936909,2.542564138
116,2000-06-19,-1.009825761,0.1858043381,0.1922559931,0.1881081457,0.1983200824,0.01595581512,0.4449349773,2.280942146
117,2000-06-20,-1.009452976,0.2098621656,0.2197894757,0.2115955494,0.2224932233,0.03448614334,0.5411439811,1.676953868
118,2000-06-21,-1.009099005,0.2354426842,0.248198632,0.2346034446,0.2459982204,0.05250430173,0.6165607737,0.8356586805
119,2000-06-22,-1.008745521,0.256635571,0.26468746,0.2516163076,0.2587129566,0.0622509883,0.4898006608,0.343301198
120,2000-06-23,-1.008373827,0.2659353649,0.2706370645,0.2594780353,0.2635531264,0.06596129656,0.2572138963,0.1683736127
121,2000-06-26,-1.007971724,0.2677043735,0.2718828044,0.2643577975,0.2667183972,0.0683877303,0.02660658391,0.0699426848
122,2000-06-27,-1.007596069,0.2687458252,0.2705942622,0.2672003801,0.2667928556,0.06844478733,-0.1851734986,0.1414053538
123,2000-06-28,-1.007232412,0.2676176955,0.2683986463,0.2676567719,0.2663995291,0.0681432469,-0.3087640232,0.277691732
124,2000-06-29,-1.006857728,0.2659998201,0.2666723671,0.2665145914,0.2666416864,0.06832883561,-0.3873101684,0.4195368285
125,2000-06-30,-1.006447875,0.2664165551,0.2682617902,0.2678371274,0.2713639602,0.0719487283,-0.4409651741,0.3067217962
126,2000-07-03,-1.005986042,0.2714832572,0.2715854255,0.2727855362,0.2755159178,0.07513146607,-0.5155842488,0.1650825927
127,2000-07-05,-1.005528651,0.2761041687,0.2764915122,0.2762829157,0.2790557561,0.07784500944,-0.4073209877,-0.004643733042
128,2000-07-06,-1.005097571,0.2794862541,0.2829080082,0.2800306286,0.2845976734,0.08209332178,-0.2500073975,-0.3761240063
129,2000-07-07,-1.004674838,0.2830071698,0.2868518955,0.2831200846,0.2873025184,0.08416682482,-0.1125656344,-0.7120604597
130,2000-07-10,-1.00424397,0.2819731254,0.2857654331,0.281327832,0.2850327697,0.08242697962,-0.01679732346,-0.8795296424
131,2000-07-11,-1.00385719,0.2773547474,0.2824718644,0.2766235891,0.2824885455,0.08047669607,0.05700399404,-1.144416929
132,2000-07-12,-1.00349755,0.2727980789,0.2784669092,0.2707480808,0.2799404866,0.07852344627,0.1812064713,-1.574708912
133,2000-07-13,-1.00314251,0.2689912254,0.2724019274,0.2656808701,0.2740876607,0.07403683275,0.2885140393,-2.049989827
134,2000-07-14,-1.002771057,0.263598487,0.2650879657,0.2596275083,0.2640947888,0.06637656303,0.3327797959,-2.529242462
135,2000-07-17,-1.00237051,0.2537010093,0.2555270762,0.2485487067,0.250219543,0.05574019262,0.4020444666,-2.863947171
136,2000-07-18,-1.001998989,0.2400350682,0.2421658433,0.2321430721,0.2321386515,0.04187994419,0.4942312391,-2.98982387
137,2000-07-19,-1.001645133,0.2225173086,0.2233329255,0.2093276703,0.2080053595,0.02338016504,0.5556264759,-2.744190582
138,2000-07-20,-1.001290707,0.2029957881,0.2013493215,0.1879178252,0.1866719507,0.007026678758,0.4751656616,-2.453951299
139,2000-07-21,-1.000917579,0.1851346219,0.1793109384,0.1661473226,0.1635176811,-0.01072262688,0.4228176996,-1.833085492
140,2000-07-24,-1.000514753,0.1649301646,0.1567177861,0.145124956,0.1419971137,-0.02721962071,0.4138371608,-1.085658279
141,2000-07-25,-1.000141176,0.1464421321,0.138389597,0.1277375612,0.1248030928,-0.04040001141,0.4480614108,-0.4023582886
142,2000-07-26,-0.9997857923,0.1315767437,0.1258678087,0.1166265306,0.114325816,-0.04843156667,0.4904795924,0.06163922431
143,2000-07-27,-0.9994303921,0.1231765847,0.1209355436,0.1130500806,0.1117082548,-0.05043812119,0.4791785802,0.2094428121
144,2000-07-28,-0.99905674,0.1221702022,0.1204335147,0.1146873845,0.1119923766,-0.0502203496,0.4275086764,0.2755837203
145,2000-07-31,-0.9986537078,0.1203328545,0.1192581088,0.1153894051,0.1131959384,-0.04929773324,0.3325798554,0.4199860462
146,2000-08-01,-0.9982801073,0.1179866528,0.1182145682,0.1152363677,0.1148144154,-0.04805707389,0.2147074396,0.6784835086
147,2000-08-02,-0.9979247956,0.1158939025,0.119875426,0.116843349,0.1196140238,-0.04437784985,0.1499574215,0.8813575079
148,2000-08-03,-0.9975695058,0.1178402093,0.1242232097,0.1204229392,0.1268109765,-0.03886091774,0.1397877702,1.035047902
149,2000-08-04,-0.9971959713,0.125419357,0.1321717825,0.1276137139,0.1353645047,-0.03230408464,0.1628963032,1.025703825
150,2000-08-07,-0.9967930479,0.136302179,0.1451223826,0.1387730024,0.1481734482,-0.02248515659,0.2658112527,0.6387592956
151,2000-08-08,-0.9964195287,0.1489019556,0.1598945916,0.1506436462,0.1630784054,-0.01105948281,0.3662919922,-0.02706732981
152,2000-08-09,-0.9960642718,0.162947773,0.168435106,0.1621770321,0.1709776523,-0.005004173061,0.2833364775,-0.4877775181
153,2000-08-10,-0.9957090188,0.170456805,0.1701268475,0.1668778986,0.1714860845,-0.004614441216,0.1441372898,-0.6850664849
154,2000-08-11,-0.9953355181,0.1713156418,0.1673585976,0.1677606389,0.1686585377,-0.006781928249,0.01267424871,-0.7755724772
155,2000-08-14,-0.9949326512,0.1690778086,0.1636897316,0.1658637968,0.1638360206,-0.01047869824,-0.05229928166,-0.7645857706
156,2000-08-15,-0.9945592406,0.1648540842,0.1581649212,0.1622397036,0.1581069719,-0.01487040071,-0.1211038231,-0.6656860577
157,2000-08-16,-0.9942042116,0.1597097472,0.1516013381,0.1570481515,0.1529025012,-0.01885996058,-0.1578187354,-0.5428923019
158,2000-08-17,-0.9938493999,0.1540989695,0.1455535653,0.1524463674,0.1494228912,-0.02152729533,-0.1822265854,-0.4492254818
159,2000-08-18,-0.9934766681,0.1495283303,0.1405402126,0.1485918077,0.14625553,-0.02395529992,-0.164938006,-0.3311774561
160,2000-08-21,-0.9930750035,0.1458532218,0.1375978379,0.1465447157,0.144205699,-0.02552663712,-0.174642814,-0.238933571
161,2000-08-22,-0.992703255,0.1436342177,0.1375840689,0.1459093768,0.1436818327,-0.02592819271,-0.1361671006,-0.215794996
162,2000-08-23,-0.9923502123,0.1422313257,0.1367999526,0.1459667532,0.143014367,-0.02643984689,-0.1196923943,-0.2027183075
163,2000-08-24,-0.9919972293,0.1412795459,0.1376056989,0.146074459,0.1427864262,-0.02661462099,-0.05619295707,-0.2420745943
164,2000-08-25,-0.9916250984,0.1408942732,0.1396807802,0.1468187387,0.1419202041,-0.02727868685,0.03387792845,-0.2907745757
165,2000-08-28,-0.9912208634,0.1407626915,0.1415185752,0.1466484651,0.1410266645,-0.02796366229,0.1114554342,-0.3600719876
166,2000-08-29,-0.9908402972,0.141575861,0.1416885943,0.1461259484,0.1384097771,-0.02996966637,0.1637188533,-0.3451289014
167,2000-08-30,-0.9904679659,0.1409379539,0.1388127972,0.1436288551,0.1347318793,-0.03278900423,0.1863903584,-0.2743135739
168,2000-08-31,-0.990080306,0.1395458256,0.1366097444,0.1415386823,0.1319426926,-0.0349270736,0.203069379,-0.2651906978
169,2000-09-01,-0.9896539416,0.1369640171,0.1331026595,0.1397094197,0.1301779382,-0.03627986508,0.1777622843,-0.3630808969
170,2000-09-05,-0.9891755527,0.1348700293,0.130930581,0.1375958371,0.1280403976,-0.03791841089,0.2285947251,-0.530944897
171,2000-09-06,-0.988736291,0.1328948946,0.1294657558,0.1341767762,0.1248890571,-0.04033411842,0.3058320448,-0.735775605
172,2000-09-07,-0.9883231639,0.1301201783,0.1275006629,0.1295023846,0.1211977267,-0.04316372591,0.3567306392,-1.024049372
173,2000-09-08,-0.9879147781,0.1255937283,0.120947358,0.1221617305,0.1146033769,-0.04821872508,0.2830013921,-1.300203511
174,2000-09-11,-0.9874939587,0.1174881003,0.1112163773,0.1114632776,0.1054848146,-0.05520872733,0.2110098541,-1.564232816
175,2000-09-12,-0.9871134204,0.1073729552,0.09998444947,0.09853144502,0.09376071571,-0.06419608197,0.1916381087,-1.75948304
176,2000-09-13,-0.9867572545,0.09501755129,0.08702415246,0.08301086056,0.07968832747,-0.07498352904,0.2445132463,-1.748760431
177,2000-09-14,-0.9864039463,0.08156478127,0.07232709768,0.06472897639,0.06222763412,-0.08836837784,0.3862929789,-1.443717657
178,2000-09-15,-0.9860332905,0.06360429454,0.05519970379,0.04632453773,0.04629627749,-0.1005808745,0.4919379983,-1.117473979
179,2000-09-18,-0.9856331516,0.04743749481,0.04197533582,0.0325448084,0.03515431681,-0.1091219233,0.5115709638,-0.9869027339
180,2000-09-19,-0.9852618611,0.03500608723,0.03402025256,0.02455251303,0.03003451914,-0.1130465554,0.5120625041,-1.149582641
181,2000-09-20,-0.9849082338,0.0260826663,0.02725249652,0.01731402051,0.02423981787,-0.1174885814,0.487262182,-1.323535607
182,2000-09-21,-0.9845541279,0.01599116452,0.02160434353,0.008781033618,0.01720735543,-0.1228794646,0.4804881065,-1.492111567
183,2000-09-22,-0.984181448,0.005419300699,0.01550425631,-0.003449882652,0.00756792697,-0.1302687152,0.5542450209,-1.568219885
184,2000-09-25,-0.983779202,-0.0001383223103,0.01119195181,-0.01444385993,-0.003604799549,-0.1388333215,0.6187858223,-1.61788532
185,2000-09-26,-0.98340621,-0.006978892349,0.006578359514,-0.02395710636,-0.01298828448,-0.1460263546,0.7318232381,-1.849137191
186,2000-09-27,-0.9830514154,-0.01192974885,-0.005854080686,-0.03378433453,-0.02558672209,-0.1556839073,0.707862827,-2.076359945
187,2000-09-28,-0.9826966224,-0.02272730478,-0.02249768758,-0.04473687628,-0.03879363205,-0.1658079531,0.6168512964,-2.405248365
188,2000-09-29,-0.9823236166,-0.03530647056,-0.04052587388,-0.0608545732,-0.05633164685,-0.1792520704,0.596190806,-2.51927565
189,2000-10-02,-0.9819212826,-0.05185029472,-0.06008573598,-0.079052563,-0.07770401052,-0.1956354718,0.6013726626,-2.295708909
190,2000-10-03,-0.9815483289,-0.07288943174,-0.08162112356,-0.0995290832,-0.1010604071,-0.2135397605,0.6624133103,-1.79917653
191,2000-10-04,-0.9811936314,-0.09709686317,-0.1038284904,-0.1188382608,-0.1207490981,-0.2286324879,0.6998441982,-1.371265081
192,2000-10-05,-0.9808389558,-0.1171697292,-0.1197202822,-0.1331121145,-0.1350732273,-0.2396128806,0.6277814806,-1.169008889
193,2000-10-06,-0.980466069,-0.1320416319,-0.1325369604,-0.1461904628,-0.1458531213,-0.2478763647,0.5440909796,-1.13553656
194,2000-10-09,-0.9800638491,-0.1444864401,-0.1428341619,-0.1587193433,-0.1556480316,-0.2553847993,0.5177387276,-1.066546692
195,2000-10-10,-0.9796909916,-0.1557899902,-0.1496371903,-0.1678754829,-0.1627688886,-0.2608433559,0.5730325241,-0.9433498138
196,2000-10-11,-0.9793363766,-0.1628999908,-0.1540698891,-0.177685924,-0.1699275789,-0.2663309222,0.6994266023,-0.5130329545
197,2000-10-12,-0.9789817762,-0.1673535622,-0.1607233882,-0.1899714192,-0.1810193383,-0.2748334807,0.8129900288,0.7238097929
198,2000-10-13,-0.9786089636,-0.1755989024,-0.1686890155,-0.2036963436,-0.1913178889,-0.2827280297,0.9338727008,2.641188404
199,2000-10-16,-0.9782068212,-0.179793818,-0.1698718022,-0.2115823945,-0.1956267434,-0.2860310741,1.048841293,4.885950254
200,2000-10-17,-0.9778340348,-0.1754609937,-0.1573994639,-0.2027803246,-0.1804075884,-0.2743645974,1.152763492,5.919860381
201,2000-10-18,-0.9774794872,-0.1544015146,-0.1244675788,-0.1762351626,-0.1431183567,-0.2457799144,1.321342991,5.501807818
202,2000-10-19,-0.9771249543,-0.1090418414,-0.07338949681,-0.1267567685,-0.08856454281,-0.2039607401,1.498451574,3.98569624
203,2000-10-20,-0.9767522122,-0.06429801572,-0.02872041656,-0.08196627145,-0.04490272297,-0.1704910261,1.534580159,2.926890342
204,2000-10-23,-0.9763501442,-0.02869361508,0.00005688643723,-0.04994574964,-0.01937157101,-0.1509196949,1.50623608,2.792486839
205,2000-10-24,-0.9759774232,-0.007957722707,0.01624962924,-0.02630540802,-0.0004143418407,-0.1363877276,1.406216458,3.081386621
206,2000-10-25,-0.9756229313,0.007069186343,0.03289609905,-0.004472375363,0.01955175863,-0.1210823705,1.351613976,3.163106074
207,2000-10-26,-0.9752684448,0.02366752991,0.05355226031,0.02010966651,0.0455043883,-0.1011879355,1.247890425,2.656661671
208,2000-10-27,-0.9748957404,0.04802308922,0.07672536529,0.04991496392,0.07225865412,-0.08067897678,1.147104966,1.837291571
209,2000-10-30,-0.9744937031,0.07345526963,0.09440890937,0.07781499743,0.0936289738,-0.06429715958,1.029992771,1.090290758
210,2000-10-31,-0.9741209996,0.09440377025,0.1057823153,0.09878570313,0.1079379245,-0.0533283581,0.910448731,0.5630524696
